timestamp,power_kw,ghi,temperature,cloudcover
2024-01-01 06:00:00,-4.450115711407667,6.900066210888792,20.08938779199866,0.3027305943953987
2024-01-01 06:15:00,3.529504267064957,46.27647123399734,20.63500925732132,0.1099488365338772
2024-01-01 06:30:00,14.766717694429522,102.14096734197486,22.098300635299957,0.349970492220566
2024-01-01 06:45:00,37.245636549232735,166.3234162262499,22.080871687658128,0.3526817829051214
2024-01-01 07:00:00,57.93823976297734,217.32953421533983,22.17640398657492,0.0654956015782187
2024-01-01 07:15:00,42.306893977279614,252.25164875276064,23.868928224379854,0.4762885433275786
2024-01-01 07:30:00,62.339978781566,328.7648325311605,23.46983530909615,0.4421584615254664
2024-01-01 07:45:00,71.56433200605122,348.03875772552004,24.395892347329283,0.2684852167525405
2024-01-01 08:00:00,98.47557673081825,426.8763605402276,25.255187611120515,0.216440890251039
2024-01-01 08:15:00,101.55972844177198,454.9499458519258,25.072543132949523,0.205319557689361
2024-01-01 08:30:00,98.92491828968254,488.5933731171663,25.605490543565704,0.2576528894743811
2024-01-01 08:45:00,84.09436485589295,509.0795612836527,27.223288257429395,0.5200867419670677
2024-01-01 09:00:00,134.74054067661257,567.2504751424192,27.37425782477887,0.0
2024-01-01 09:15:00,123.11311927049306,641.7051312867783,27.473716130137007,0.4284400309591215
2024-01-01 09:30:00,118.27574129064772,640.416185012607,27.427076152934998,0.3962502042727422
2024-01-01 09:45:00,164.21550302298732,650.4951964279477,28.67348321489709,0.0659960607429198
2024-01-01 10:00:00,156.54924773218974,720.1160788784084,29.07520852558956,0.1953197672917619
2024-01-01 10:15:00,157.44696626262692,758.4207891240004,29.07532265526973,0.224647612879387
2024-01-01 10:30:00,124.76836604456508,719.1803820396716,29.09344828018005,0.4516809364140731
2024-01-01 10:45:00,141.9026339400125,743.790549307776,29.863998535149467,0.3412333842435879
2024-01-01 11:00:00,135.00931017977965,754.4772941654421,30.32941739179679,0.5126028113904881
2024-01-01 11:15:00,158.074048182581,781.0056877368695,29.427173291592457,0.317647798581916
2024-01-01 11:30:00,208.4143087818168,810.4263862222612,30.166224014833347,0.0
2024-01-01 11:45:00,171.4410302141137,803.5984771217952,29.65348956460316,0.2932748076961068
2024-01-01 12:00:00,146.71000640465667,793.0839818230569,30.28183955595633,0.4501553954398402
2024-01-01 12:15:00,110.60562241158492,773.2248378624633,29.82900699364419,0.6561601216323016
2024-01-01 12:30:00,160.39358676561775,787.9276879990942,30.036132872312823,0.2775675454679501
2024-01-01 12:45:00,149.84022352581383,788.7884483102965,29.3308217487668,0.3835458167584454
2024-01-01 13:00:00,148.52066410550646,757.9397071545176,29.568032643738416,0.3499837699574042
2024-01-01 13:15:00,149.20737138092153,766.5414800443666,29.57295480396941,0.2486240600231881
2024-01-01 13:30:00,152.71869044602215,736.2759663513124,30.97782783797133,0.2810662012624048
2024-01-01 13:45:00,134.19460253561172,766.1675582098586,28.881192904584868,0.3959239550250009
2024-01-01 14:00:00,150.90400277169056,717.4574956877373,28.26316985706755,0.2998757376065093
2024-01-01 14:15:00,133.19447466863411,658.2323716622906,29.405366641106813,0.4098659405528237
2024-01-01 14:30:00,156.0226204559171,615.7221067808398,28.12408483281071,0.0
2024-01-01 14:45:00,116.3048204276766,596.6509649368516,28.077723905752386,0.3719538277686733
2024-01-01 15:00:00,116.95518487114512,542.382804265454,27.813226688257565,0.1592502975621845
2024-01-01 15:15:00,99.27175416038178,539.0984068489829,26.028531198151743,0.4232502748491153
2024-01-01 15:30:00,102.56877989232544,474.74865897372007,25.64100146818489,0.1526387850566664
2024-01-01 15:45:00,105.96622619009204,451.2340299338447,24.945831535940048,0.1698327336235758
2024-01-01 16:00:00,85.44088486061057,404.1433652681064,25.37629600334962,0.1074904083830306
2024-01-01 16:15:00,80.86262371339397,342.5678826529495,24.691076878565656,0.1262334803759423
2024-01-01 16:30:00,59.54592791902724,308.91186882799065,24.064777259532733,0.3764943071154755
2024-01-01 16:45:00,39.57191165546603,240.90034217773572,23.190556259526247,0.3659994314684635
2024-01-01 17:00:00,58.06508877356786,212.39345510884476,21.929144345482538,0.176242962547138
2024-01-01 17:15:00,15.776602507016827,96.93966168803874,22.36418369032556,0.3555840469951705
2024-01-01 17:30:00,25.595540270285667,124.06737819749176,21.482095150211865,0.2143460588157313
2024-01-01 17:45:00,13.297008718350336,72.4761223750916,21.393962201065897,0.3529686333746614
2024-01-01 18:00:00,6.038815301886351,19.30591492046054,19.997385375633165,0.2440915691719309
2024-01-01 18:15:00,2.909532106799353,9.199928338507496,18.370110805539824,0.310657348264668
2024-01-01 18:30:00,-2.305771656854261,-32.20286999795783,18.89328140835446,0.4235360605599849
